Raw ADC: 1075816678, Delta ADC: 0
Raw ADC: 1127209813, Delta ADC: 4650
Raw ADC: 1127231937, Delta ADC: 22124
Raw ADC: 1127237291, Delta ADC: 5354
Raw ADC: 1127248142, Delta ADC: 10851
Raw ADC: 1127257865, Delta ADC: 9723
Raw ADC: 1127259133, Delta ADC: 1268
Raw ADC: 1127279002, Delta ADC: 19869
Raw ADC: 1127281116, Delta ADC: 2114
Raw ADC: 1127294503, Delta ADC: 13387
Raw ADC: 1127300844, Delta ADC: 6341
Raw ADC: 1127302676, Delta ADC: 1832
Raw ADC: 1127317331, Delta ADC: 14655
Raw ADC: 1127331281, Delta ADC: 13950
Raw ADC: 1127337340, Delta ADC: 6059
Raw ADC: 1127355096, Delta ADC: 17756
Raw ADC: 1127367778, Delta ADC: 12682
Raw ADC: 1127382151, Delta ADC: 14373
Raw ADC: 1127394411, Delta ADC: 12260
Raw ADC: 1127413575, Delta ADC: 19164
Raw ADC: 1127434571, Delta ADC: 20996
Raw ADC: 1127450354, Delta ADC: 15783
Raw ADC: 1127461627, Delta ADC: 11273
Raw ADC: 1127477832, Delta ADC: 16205
Raw ADC: 1127485019, Delta ADC: 7187
Raw ADC: 1127497842, Delta ADC: 12823
Raw ADC: 1127508410, Delta ADC: 10568
Raw ADC: 1127520670, Delta ADC: 12260
Raw ADC: 1127520952, Delta ADC: 282
Raw ADC: 1127540680, Delta ADC: 19728
Raw ADC: 1127554912, Delta ADC: 14232
Raw ADC: 1127562662, Delta ADC: 7750
Raw ADC: 1127574217, Delta ADC: 11555
Raw ADC: 1127581545, Delta ADC: 7328
Raw ADC: 1127593382, Delta ADC: 11837
Raw ADC: 1127609305, Delta ADC: 15923
Raw ADC: 1127623960, Delta ADC: 14655
Raw ADC: 1127635515, Delta ADC: 11555
Raw ADC: 1127640024, Delta ADC: 4509
Raw ADC: 1127651157, Delta ADC: 11133
Raw ADC: 1127672857, Delta ADC: 21700
Raw ADC: 1127670603, Delta ADC: 4294965041
Raw ADC: 1127681312, Delta ADC: 10709
Raw ADC: 1127695404, Delta ADC: 14092
Raw ADC: 1127696390, Delta ADC: 986
Raw ADC: 1127712173, Delta ADC: 15783
Raw ADC: 1127722741, Delta ADC: 10568
Raw ADC: 1127734578, Delta ADC: 11837
Raw ADC: 1127743456, Delta ADC: 8878
Raw ADC: 1127761633, Delta ADC: 18177
Raw ADC: 1127770934, Delta ADC: 9301
Raw ADC: 1127786153, Delta ADC: 15219
Raw ADC: 1127800667, Delta ADC: 14514
Raw ADC: 1127819126, Delta ADC: 18459
Raw ADC: 1127817295, Delta ADC: 4294965464
Raw ADC: 1127833782, Delta ADC: 16487
Raw ADC: 1127852664, Delta ADC: 18882
Raw ADC: 1127869715, Delta ADC: 17051
Raw ADC: 1127884652, Delta ADC: 14937
Raw ADC: 1127888174, Delta ADC: 3522
Raw ADC: 1127901420, Delta ADC: 13246
Raw ADC: 1127921853, Delta ADC: 20433
Raw ADC: 1127934535, Delta ADC: 12682
Raw ADC: 1127945104, Delta ADC: 10569
Raw ADC: 1127962718, Delta ADC: 17614
Raw ADC: 1127983292, Delta ADC: 20574
Raw ADC: 1127984278, Delta ADC: 986
Raw ADC: 1128016970, Delta ADC: 32692
Raw ADC: 1128057553, Delta ADC: 40583
Raw ADC: 1128086300, Delta ADC: 28747
Raw ADC: 1128106169, Delta ADC: 19869
Raw ADC: 1128117301, Delta ADC: 11132
Raw ADC: 1128136465, Delta ADC: 19164
Raw ADC: 1128152530, Delta ADC: 16065
Raw ADC: 1128157462, Delta ADC: 4932
Raw ADC: 1128177753, Delta ADC: 20291
Raw ADC: 1128183954, Delta ADC: 6201
Raw ADC: 1128195086, Delta ADC: 11132
Raw ADC: 1128207204, Delta ADC: 12118
Raw ADC: 1128221014, Delta ADC: 13810
Raw ADC: 1128227214, Delta ADC: 6200
Raw ADC: 1128240460, Delta ADC: 13246
Raw ADC: 1128253283, Delta ADC: 12823
Raw ADC: 1128267657, Delta ADC: 14374
Raw ADC: 1128276816, Delta ADC: 9159
Raw ADC: 1128288653, Delta ADC: 11837
Raw ADC: 1128296826, Delta ADC: 8173
Raw ADC: 1128311904, Delta ADC: 15078
Raw ADC: 1128320640, Delta ADC: 8736
Raw ADC: 1128323741, Delta ADC: 3101
Raw ADC: 1128345300, Delta ADC: 21559
Raw ADC: 1128360378, Delta ADC: 15078
Raw ADC: 1128371792, Delta ADC: 11414
Raw ADC: 1128388138, Delta ADC: 16346
Raw ADC: 1128406457, Delta ADC: 18319
Raw ADC: 1128409698, Delta ADC: 3241
Raw ADC: 1128428722, Delta ADC: 19024
Raw ADC: 1128438727, Delta ADC: 10005
Raw ADC: 1128455777, Delta ADC: 17050
Raw ADC: 1128476351, Delta ADC: 20574
Raw ADC: 1128487483, Delta ADC: 11132
Raw ADC: 1128493683, Delta ADC: 6200
Raw ADC: 1128518766, Delta ADC: 25083
Raw ADC: 1128540326, Delta ADC: 21560
Raw ADC: 1128561322, Delta ADC: 20996
Raw ADC: 1128571750, Delta ADC: 10428
Raw ADC: 1128588378, Delta ADC: 16628
Raw ADC: 1128596832, Delta ADC: 8454
Raw ADC: 1128625579, Delta ADC: 28747
Raw ADC: 1128642066, Delta ADC: 16487
Raw ADC: 1128655876, Delta ADC: 13810
Raw ADC: 1128675604, Delta ADC: 19728
Raw ADC: 1128700968, Delta ADC: 25364
Raw ADC: 1128710550, Delta ADC: 9582
Raw ADC: 1128726755, Delta ADC: 16205
Raw ADC: 1128745638, Delta ADC: 18883
Raw ADC: 1128762548, Delta ADC: 16910
Raw ADC: 1128788053, Delta ADC: 25505
Raw ADC: 1128802708, Delta ADC: 14655
Raw ADC: 1128820041, Delta ADC: 17333
Raw ADC: 1128844419, Delta ADC: 24378
Raw ADC: 1128857101, Delta ADC: 12682
Raw ADC: 1128873447, Delta ADC: 16346
Raw ADC: 1128896275, Delta ADC: 22828
Raw ADC: 1128916990, Delta ADC: 20715
Raw ADC: 1128929672, Delta ADC: 12682
Raw ADC: 1128943623, Delta ADC: 13951
Raw ADC: 1128973074, Delta ADC: 29451
Raw ADC: 1128992379, Delta ADC: 19305
Raw ADC: 1129010557, Delta ADC: 18178
Raw ADC: 1129034371, Delta ADC: 23814
Raw ADC: 1129050999, Delta ADC: 16628
Raw ADC: 1129073827, Delta ADC: 22828
Raw ADC: 1129097924, Delta ADC: 24097
Raw ADC: 1129118779, Delta ADC: 20855
Raw ADC: 1129147948, Delta ADC: 29169
Raw ADC: 1129170213, Delta ADC: 22265
Raw ADC: 1129193041, Delta ADC: 22828
Raw ADC: 1129222069, Delta ADC: 29028
Raw ADC: 1129240670, Delta ADC: 18601
Raw ADC: 1129265330, Delta ADC: 24660
Raw ADC: 1129289849, Delta ADC: 24519
Raw ADC: 1129320709, Delta ADC: 30860
Raw ADC: 1129346637, Delta ADC: 25928
Raw ADC: 1129366225, Delta ADC: 19588
Raw ADC: 1129399339, Delta ADC: 33114
Raw ADC: 1129420758, Delta ADC: 21419
Raw ADC: 1129445700, Delta ADC: 24942
Raw ADC: 1129465287, Delta ADC: 19587
Raw ADC: 1129488820, Delta ADC: 23533
Raw ADC: 1129512775, Delta ADC: 23955
Raw ADC: 1129535322, Delta ADC: 22547
Raw ADC: 1129560968, Delta ADC: 25646
Raw ADC: 1129581683, Delta ADC: 20715
Raw ADC: 1129607752, Delta ADC: 26069
Raw ADC: 1129628184, Delta ADC: 20432
Raw ADC: 1129651435, Delta ADC: 23251
Raw ADC: 1129669895, Delta ADC: 18460
Raw ADC: 1129691737, Delta ADC: 21842
Raw ADC: 1129716115, Delta ADC: 24378
Raw ADC: 1129743029, Delta ADC: 26914
Raw ADC: 1129766280, Delta ADC: 23251
Raw ADC: 1129779949, Delta ADC: 13669
Raw ADC: 1129802636, Delta ADC: 22687
Raw ADC: 1129817996, Delta ADC: 15360
Raw ADC: 1129850829, Delta ADC: 32833
Raw ADC: 1129869993, Delta ADC: 19164
Raw ADC: 1129898317, Delta ADC: 28324
Raw ADC: 1129917904, Delta ADC: 19587
Raw ADC: 1129948342, Delta ADC: 30438
Raw ADC: 1129961447, Delta ADC: 13105
Raw ADC: 1129990475, Delta ADC: 29028
Raw ADC: 1130017530, Delta ADC: 27055
Raw ADC: 1130041204, Delta ADC: 23674
Raw ADC: 1130061355, Delta ADC: 20151
Raw ADC: 1130097711, Delta ADC: 36356
Raw ADC: 1130126316, Delta ADC: 28605
Raw ADC: 1130148581, Delta ADC: 22265
Raw ADC: 1130173945, Delta ADC: 25364
Raw ADC: 1130204101, Delta ADC: 30156
Raw ADC: 1130234820, Delta ADC: 30719
Raw ADC: 1130256098, Delta ADC: 21278
Raw ADC: 1130291609, Delta ADC: 35511
Raw ADC: 1130316832, Delta ADC: 25223
Raw ADC: 1130347552, Delta ADC: 30720
Raw ADC: 1130369253, Delta ADC: 21701
Raw ADC: 1130400535, Delta ADC: 31282
Raw ADC: 1130422800, Delta ADC: 22265
Raw ADC: 1130449715, Delta ADC: 26915
Raw ADC: 1130481702, Delta ADC: 31987
Raw ADC: 1130515099, Delta ADC: 33397
Raw ADC: 1130534545, Delta ADC: 19446
Raw ADC: 1130567096, Delta ADC: 32551
Raw ADC: 1130600352, Delta ADC: 33256
Raw ADC: 1130621771, Delta ADC: 21419
Raw ADC: 1130650095, Delta ADC: 28324
Raw ADC: 1130677009, Delta ADC: 26914
Raw ADC: 1130712520, Delta ADC: 35511
Raw ADC: 1130737462, Delta ADC: 24942
Raw ADC: 1130759726, Delta ADC: 22264
Raw ADC: 1130795518, Delta ADC: 35792
Raw ADC: 1130822856, Delta ADC: 27338
Raw ADC: 1130845543, Delta ADC: 22687
Raw ADC: 1130879644, Delta ADC: 34101
Raw ADC: 1130907263, Delta ADC: 27619
Raw ADC: 1130934178, Delta ADC: 26915
Raw ADC: 1130965884, Delta ADC: 31706
Raw ADC: 1130991671, Delta ADC: 25787
Raw ADC: 1131010131, Delta ADC: 18460
Raw ADC: 1131040145, Delta ADC: 30014
Raw ADC: 1131060155, Delta ADC: 20010
Raw ADC: 1131085661, Delta ADC: 25506
Raw ADC: 1131118353, Delta ADC: 32692
Raw ADC: 1131145127, Delta ADC: 26774
Raw ADC: 1131174437, Delta ADC: 29310
Raw ADC: 1131196701, Delta ADC: 22264
Raw ADC: 1131230662, Delta ADC: 33961
Raw ADC: 1131260254, Delta ADC: 29592
Raw ADC: 1131282095, Delta ADC: 21841
Raw ADC: 1131313378, Delta ADC: 31283
Raw ADC: 1131348184, Delta ADC: 34806
Raw ADC: 1131380735, Delta ADC: 32551
Raw ADC: 1131404973, Delta ADC: 24238
Raw ADC: 1131437806, Delta ADC: 32833
Raw ADC: 1131473316, Delta ADC: 35510
Raw ADC: 1131498681, Delta ADC: 25365
Raw ADC: 1131525032, Delta ADC: 26351
Raw ADC: 1131556033, Delta ADC: 31001
Raw ADC: 1131588866, Delta ADC: 32833
Raw ADC: 1131624376, Delta ADC: 35510
Raw ADC: 1131653123, Delta ADC: 28747
Raw ADC: 1131686801, Delta ADC: 33678
Raw ADC: 1131716675, Delta ADC: 29874
Raw ADC: 1131743872, Delta ADC: 27197
Raw ADC: 1131770222, Delta ADC: 26350
Raw ADC: 1131797983, Delta ADC: 27761
Raw ADC: 1131830534, Delta ADC: 32551
Raw ADC: 1131847725, Delta ADC: 17191
Raw ADC: 1131886759, Delta ADC: 39034
Raw ADC: 1131911419, Delta ADC: 24660
Raw ADC: 1131938333, Delta ADC: 26914
Raw ADC: 1131966798, Delta ADC: 28465
Raw ADC: 1131995263, Delta ADC: 28465
Raw ADC: 1132028096, Delta ADC: 32833
Raw ADC: 1132052051, Delta ADC: 23955
Raw ADC: 1132089675, Delta ADC: 37624
Raw ADC: 1132115322, Delta ADC: 25647
Raw ADC: 1132147450, Delta ADC: 32128
Raw ADC: 1132177465, Delta ADC: 30015
Raw ADC: 1132204098, Delta ADC: 26633
Raw ADC: 1132231153, Delta ADC: 27055
Raw ADC: 1132268636, Delta ADC: 37483
Raw ADC: 1132292733, Delta ADC: 24097
Raw ADC: 1132323452, Delta ADC: 30719
Raw ADC: 1132351776, Delta ADC: 28324
Raw ADC: 1132378831, Delta ADC: 27055
Raw ADC: 1132411664, Delta ADC: 32833
Raw ADC: 1132438861, Delta ADC: 27197
Raw ADC: 1132458448, Delta ADC: 19587
Raw ADC: 1132488322, Delta ADC: 29874
Raw ADC: 1132515941, Delta ADC: 27619
Raw ADC: 1132548492, Delta ADC: 32551
Raw ADC: 1132572307, Delta ADC: 23815
Raw ADC: 1132596967, Delta ADC: 24660
Raw ADC: 1132636141, Delta ADC: 39174
Raw ADC: 1132661083, Delta ADC: 24942
Raw ADC: 1132685743, Delta ADC: 24660
Raw ADC: 1132720126, Delta ADC: 34383
Raw ADC: 1132750281, Delta ADC: 30155
Raw ADC: 1132781001, Delta ADC: 30720
Raw ADC: 1132819752, Delta ADC: 38751
Raw ADC: 1132851881, Delta ADC: 32129
Raw ADC: 1132891337, Delta ADC: 39456
Raw ADC: 1132943475, Delta ADC: 52138
Raw ADC: 1132975603, Delta ADC: 32128
Raw ADC: 1133008859, Delta ADC: 33256
Raw ADC: 1133043383, Delta ADC: 34524
Raw ADC: 1133054797, Delta ADC: 11414
Raw ADC: 1133099044, Delta ADC: 44247
Raw ADC: 1133123422, Delta ADC: 24378
Raw ADC: 1133148928, Delta ADC: 25506
Raw ADC: 1133172320, Delta ADC: 23392
Raw ADC: 1133205012, Delta ADC: 32692
Raw ADC: 1133223190, Delta ADC: 18178
Raw ADC: 1133240804, Delta ADC: 17614
Raw ADC: 1133266310, Delta ADC: 25506
Raw ADC: 1133289420, Delta ADC: 23110
Raw ADC: 1133310979, Delta ADC: 21559
Raw ADC: 1133335498, Delta ADC: 24519
Raw ADC: 1133364950, Delta ADC: 29452
Raw ADC: 1133385805, Delta ADC: 20855
Raw ADC: 1133430193, Delta ADC: 44388
Raw ADC: 1133449357, Delta ADC: 19164
Raw ADC: 1133490786, Delta ADC: 41429
Raw ADC: 1133519673, Delta ADC: 28887
Raw ADC: 1133550675, Delta ADC: 31002
Raw ADC: 1133586749, Delta ADC: 36074
Raw ADC: 1133619723, Delta ADC: 32974
Raw ADC: 1133650442, Delta ADC: 30719
Raw ADC: 1133676370, Delta ADC: 25928
Raw ADC: 1133711317, Delta ADC: 34947
Raw ADC: 1133735272, Delta ADC: 23955
Raw ADC: 1133765569, Delta ADC: 30297
Raw ADC: 1133800938, Delta ADC: 35369
Raw ADC: 1133819398, Delta ADC: 18460
Raw ADC: 1133849695, Delta ADC: 30297
Raw ADC: 1133888023, Delta ADC: 38328
Raw ADC: 1133916206, Delta ADC: 28183
Raw ADC: 1133935652, Delta ADC: 19446
Raw ADC: 1133973558, Delta ADC: 37906
Raw ADC: 1133997232, Delta ADC: 23674
Raw ADC: 1134019637, Delta ADC: 22405
Raw ADC: 1134053316, Delta ADC: 33679
Raw ADC: 1134087417, Delta ADC: 34101
Raw ADC: 1134108695, Delta ADC: 21278
Raw ADC: 1134136596, Delta ADC: 27901
Raw ADC: 1134172248, Delta ADC: 35652
Raw ADC: 1134203108, Delta ADC: 30860
Raw ADC: 1134231995, Delta ADC: 28887
Raw ADC: 1134257923, Delta ADC: 25928
Raw ADC: 1134298225, Delta ADC: 40302
Raw ADC: 1134324576, Delta ADC: 26351
Raw ADC: 1134357550, Delta ADC: 32974
Raw ADC: 1134389256, Delta ADC: 31706
Raw ADC: 1134415325, Delta ADC: 26069
Raw ADC: 1134453372, Delta ADC: 38047
Raw ADC: 1134483527, Delta ADC: 30155
Raw ADC: 1134507765, Delta ADC: 24238
Raw ADC: 1134537779, Delta ADC: 30014
Raw ADC: 1134574840, Delta ADC: 37061
Raw ADC: 1134597245, Delta ADC: 22405
Raw ADC: 1134658402, Delta ADC: 61157
Raw ADC: 1134701099, Delta ADC: 42697
Raw ADC: 1134723927, Delta ADC: 22828
Raw ADC: 1134763101, Delta ADC: 39174
Raw ADC: 1134793680, Delta ADC: 30579
Raw ADC: 1134828345, Delta ADC: 34665
Raw ADC: 1134851455, Delta ADC: 23110
Raw ADC: 1134888938, Delta ADC: 37483
Raw ADC: 1134924166, Delta ADC: 35228
Raw ADC: 1134954181, Delta ADC: 30015
Raw ADC: 1134982928, Delta ADC: 28747
Raw ADC: 1135012379, Delta ADC: 29451
Raw ADC: 1135037743, Delta ADC: 25364
Raw ADC: 1135079172, Delta ADC: 41429
Raw ADC: 1135115810, Delta ADC: 36638
Raw ADC: 1135140892, Delta ADC: 25082
Raw ADC: 1135169216, Delta ADC: 28324
Raw ADC: 1135211772, Delta ADC: 42556
Raw ADC: 1135243055, Delta ADC: 31283
Raw ADC: 1135270534, Delta ADC: 27479
Raw ADC: 1135307594, Delta ADC: 37060
Raw ADC: 1135334227, Delta ADC: 26633
Raw ADC: 1135376219, Delta ADC: 41992
Raw ADC: 1135402852, Delta ADC: 26633
Raw ADC: 1135447522, Delta ADC: 44670
Raw ADC: 1135479369, Delta ADC: 31847
Raw ADC: 1135515584, Delta ADC: 36215
Raw ADC: 1135548276, Delta ADC: 32692
Raw ADC: 1135579559, Delta ADC: 31283
Raw ADC: 1135618592, Delta ADC: 39033
Raw ADC: 1135645084, Delta ADC: 26492
Raw ADC: 1135687499, Delta ADC: 42415
Raw ADC: 1135725828, Delta ADC: 38329
Raw ADC: 1135759788, Delta ADC: 33960
Raw ADC: 1135788676, Delta ADC: 28888
Raw ADC: 1135827145, Delta ADC: 38469
Raw ADC: 1135866319, Delta ADC: 39174
Raw ADC: 1135902675, Delta ADC: 36356
Raw ADC: 1135927476, Delta ADC: 24801
Raw ADC: 1135965805, Delta ADC: 38329
Raw ADC: 1136001738, Delta ADC: 35933
Raw ADC: 1136092205, Delta ADC: 90467
Raw ADC: 1136133493, Delta ADC: 41288
Raw ADC: 1136172949, Delta ADC: 39456
Raw ADC: 1136206345, Delta ADC: 33396
Raw ADC: 1136238474, Delta ADC: 32129
Raw ADC: 1136282439, Delta ADC: 43965
Raw ADC: 1136312313, Delta ADC: 29874
Raw ADC: 1136340214, Delta ADC: 27901
Raw ADC: 1136379106, Delta ADC: 38892
Raw ADC: 1136413771, Delta ADC: 34665
Raw ADC: 1136441531, Delta ADC: 27760
Raw ADC: 1136475633, Delta ADC: 34102
Raw ADC: 1136518471, Delta ADC: 42838
Raw ADC: 1136550035, Delta ADC: 31564
Raw ADC: 1136583573, Delta ADC: 33538
Raw ADC: 1136618661, Delta ADC: 35088
Raw ADC: 1136665162, Delta ADC: 46501
Raw ADC: 1136694895, Delta ADC: 29733
Raw ADC: 1136729842, Delta ADC: 34947
Raw ADC: 1136760561, Delta ADC: 30719
Raw ADC: 1136806781, Delta ADC: 46220
Raw ADC: 1136827214, Delta ADC: 20433
Raw ADC: 1136864415, Delta ADC: 37201
Raw ADC: 1136910776, Delta ADC: 46361
Raw ADC: 1136942341, Delta ADC: 31565
Raw ADC: 1136979119, Delta ADC: 36778
Raw ADC: 1137012657, Delta ADC: 33538
Raw ADC: 1137048449, Delta ADC: 35792
Raw ADC: 1137085651, Delta ADC: 37202
Raw ADC: 1137127361, Delta ADC: 41710
Raw ADC: 1137159772, Delta ADC: 32411
Raw ADC: 1137196691, Delta ADC: 36919
Raw ADC: 1137235865, Delta ADC: 39174
Raw ADC: 1137273771, Delta ADC: 37906
Raw ADC: 1137309282, Delta ADC: 35511
Raw ADC: 1137333519, Delta ADC: 24237
Raw ADC: 1137378471, Delta ADC: 44952
Raw ADC: 1137415954, Delta ADC: 37483
Raw ADC: 1137452310, Delta ADC: 36356
Raw ADC: 1137504166, Delta ADC: 51856
Raw ADC: 1137536999, Delta ADC: 32833
Raw ADC: 1137568141, Delta ADC: 31142
Raw ADC: 1137607175, Delta ADC: 39034
Raw ADC: 1137648885, Delta ADC: 41710
Raw ADC: 1137699473, Delta ADC: 50588
Raw ADC: 1137735547, Delta ADC: 36074
Raw ADC: 1137780358, Delta ADC: 44811
Raw ADC: 1137816573, Delta ADC: 36215
Raw ADC: 1137855043, Delta ADC: 38470
Raw ADC: 1137902108, Delta ADC: 47065
Raw ADC: 1137936632, Delta ADC: 34524
Raw ADC: 1137984120, Delta ADC: 47488
Raw ADC: 1138027945, Delta ADC: 43825
Raw ADC: 1138065569, Delta ADC: 37624
Raw ADC: 1138103193, Delta ADC: 37624
Raw ADC: 1138151245, Delta ADC: 48052
Raw ADC: 1138183514, Delta ADC: 32269
Raw ADC: 1138226352, Delta ADC: 42838
Raw ADC: 1138267781, Delta ADC: 41429
Raw ADC: 1138304982, Delta ADC: 37201
Raw ADC: 1138344015, Delta ADC: 39033
Raw ADC: 1138390235, Delta ADC: 46220
Raw ADC: 1138437160, Delta ADC: 46925
Raw ADC: 1138470275, Delta ADC: 33115
Raw ADC: 1138508462, Delta ADC: 38187
Raw ADC: 1138557923, Delta ADC: 49461
Raw ADC: 1138597661, Delta ADC: 39738
Raw ADC: 1138640217, Delta ADC: 42556
Raw ADC: 1138681364, Delta ADC: 41147
Raw ADC: 1138708561, Delta ADC: 27197
Raw ADC: 1138769858, Delta ADC: 61297
Raw ADC: 1138811287, Delta ADC: 41429
Raw ADC: 1138844966, Delta ADC: 33679
Raw ADC: 1138889917, Delta ADC: 44951
Raw ADC: 1138944592, Delta ADC: 54675
Raw ADC: 1138972916, Delta ADC: 28324
Raw ADC: 1139005185, Delta ADC: 32269
Raw ADC: 1139048446, Delta ADC: 43261
Raw ADC: 1139088466, Delta ADC: 40020
Raw ADC: 1139126935, Delta ADC: 38469
Raw ADC: 1139163432, Delta ADC: 36497
Raw ADC: 1139195279, Delta ADC: 31847
Raw ADC: 1139231212, Delta ADC: 35933
Raw ADC: 1139274050, Delta ADC: 42838
Raw ADC: 1139317029, Delta ADC: 42979
Raw ADC: 1139347889, Delta ADC: 30860
Raw ADC: 1139393122, Delta ADC: 45233
Raw ADC: 1139427928, Delta ADC: 34806
Raw ADC: 1139477248, Delta ADC: 49320
Raw ADC: 1139516986, Delta ADC: 39738
Raw ADC: 1139563206, Delta ADC: 46220
Raw ADC: 1139590121, Delta ADC: 26915
Raw ADC: 1139632818, Delta ADC: 42697
Raw ADC: 1139661141, Delta ADC: 28323
Raw ADC: 1139711025, Delta ADC: 49884
Raw ADC: 1139736108, Delta ADC: 25083
Raw ADC: 1139775705, Delta ADC: 39597
Raw ADC: 1139824743, Delta ADC: 49038
Raw ADC: 1139862367, Delta ADC: 37624
Raw ADC: 1139903937, Delta ADC: 41570
Raw ADC: 1139941702, Delta ADC: 37765
Raw ADC: 1139983412, Delta ADC: 41710
Raw ADC: 1140018359, Delta ADC: 34947
Raw ADC: 1140071625, Delta ADC: 53266
Raw ADC: 1140097553, Delta ADC: 25928
Raw ADC: 1140150959, Delta ADC: 53406
Raw ADC: 1140183933, Delta ADC: 32974
Raw ADC: 1140220712, Delta ADC: 36779
Raw ADC: 1140269750, Delta ADC: 49038
Raw ADC: 1140312870, Delta ADC: 43120
Raw ADC: 1140348944, Delta ADC: 36074
Raw ADC: 1140393191, Delta ADC: 44247
Raw ADC: 1140445470, Delta ADC: 52279
Raw ADC: 1140483094, Delta ADC: 37624
Raw ADC: 1140529878, Delta ADC: 46784
Raw ADC: 1140568488, Delta ADC: 38610
Raw ADC: 1140620063, Delta ADC: 51575
Raw ADC: 1140663887, Delta ADC: 43824
Raw ADC: 1140710953, Delta ADC: 47066
Raw ADC: 1140754918, Delta ADC: 43965
Raw ADC: 1140798461, Delta ADC: 43543
Raw ADC: 1140854263, Delta ADC: 55802
Raw ADC: 1140886955, Delta ADC: 32692
Raw ADC: 1140945152, Delta ADC: 58197
Raw ADC: 1140981931, Delta ADC: 36779
Raw ADC: 1141030969, Delta ADC: 49038
Raw ADC: 1141082685, Delta ADC: 51716
Raw ADC: 1141125100, Delta ADC: 42415
Raw ADC: 1141175547, Delta ADC: 50447
Raw ADC: 1141214158, Delta ADC: 38611
Raw ADC: 1141270101, Delta ADC: 55943
Raw ADC: 1141322803, Delta ADC: 52702
Raw ADC: 1141361554, Delta ADC: 38751
Raw ADC: 1141409888, Delta ADC: 48334
Raw ADC: 1141454839, Delta ADC: 44951
Raw ADC: 1141501200, Delta ADC: 46361
Raw ADC: 1141545588, Delta ADC: 44388
Raw ADC: 1141594204, Delta ADC: 48616
Raw ADC: 1141636478, Delta ADC: 42274
Raw ADC: 1141688616, Delta ADC: 52138
Raw ADC: 1141737373, Delta ADC: 48757
Raw ADC: 1141779506, Delta ADC: 42133
Raw ADC: 1141830094, Delta ADC: 50588
Raw ADC: 1141876596, Delta ADC: 46502
Raw ADC: 1141916193, Delta ADC: 39597
Raw ADC: 1141964104, Delta ADC: 47911
Raw ADC: 1142011028, Delta ADC: 46924
Raw ADC: 1142051752, Delta ADC: 40724
Raw ADC: 1142100086, Delta ADC: 48334
Raw ADC: 1142140669, Delta ADC: 40583
Raw ADC: 1142186044, Delta ADC: 45375
Raw ADC: 1142236068, Delta ADC: 50024
Raw ADC: 1142276088, Delta ADC: 40020
Raw ADC: 1142324562, Delta ADC: 48474
Raw ADC: 1142370078, Delta ADC: 45516
Raw ADC: 1142411647, Delta ADC: 41569
Raw ADC: 1142455472, Delta ADC: 43825
Raw ADC: 1142501269, Delta ADC: 45797
Raw ADC: 1142540725, Delta ADC: 39456
Raw ADC: 1142588495, Delta ADC: 47770
Raw ADC: 1142633447, Delta ADC: 44952
Raw ADC: 1142674453, Delta ADC: 41006
Raw ADC: 1142716163, Delta ADC: 41710
Raw ADC: 1142761820, Delta ADC: 45657
Raw ADC: 1142804939, Delta ADC: 43119
Raw ADC: 1142849327, Delta ADC: 44388
Raw ADC: 1142878215, Delta ADC: 28888
Raw ADC: 1142919784, Delta ADC: 41569
Raw ADC: 1142957409, Delta ADC: 37625
Raw ADC: 1143001656, Delta ADC: 44247
Raw ADC: 1143039843, Delta ADC: 38187
Raw ADC: 1143083668, Delta ADC: 43825
Raw ADC: 1143118192, Delta ADC: 34524
Raw ADC: 1143161875, Delta ADC: 43683
Raw ADC: 1143205840, Delta ADC: 43965
Raw ADC: 1143242760, Delta ADC: 36920
Raw ADC: 1143295885, Delta ADC: 53125
Raw ADC: 1143330972, Delta ADC: 35087
Raw ADC: 1143372824, Delta ADC: 41852
Raw ADC: 1143411998, Delta ADC: 39174
Raw ADC: 1143458359, Delta ADC: 46361
Raw ADC: 1143496969, Delta ADC: 38610
Raw ADC: 1143532480, Delta ADC: 35511
Raw ADC: 1143568272, Delta ADC: 35792
Raw ADC: 1143605755, Delta ADC: 37483
Raw ADC: 1143648030, Delta ADC: 42275
Raw ADC: 1143686781, Delta ADC: 38751
Raw ADC: 1143716091, Delta ADC: 29310
Raw ADC: 1143763579, Delta ADC: 47488
Raw ADC: 1143794580, Delta ADC: 31001
Raw ADC: 1143834882, Delta ADC: 40302
Raw ADC: 1143863347, Delta ADC: 28465
Raw ADC: 1143904353, Delta ADC: 41006
Raw ADC: 1143939018, Delta ADC: 34665
Raw ADC: 1143973260, Delta ADC: 34242
Raw ADC: 1144015675, Delta ADC: 42415
Raw ADC: 1144056258, Delta ADC: 40583
Raw ADC: 1144089232, Delta ADC: 32974
Raw ADC: 1144131929, Delta ADC: 42697
Raw ADC: 1144176881, Delta ADC: 44952
Raw ADC: 1144213660, Delta ADC: 36779
Raw ADC: 1144249452, Delta ADC: 35792
Raw ADC: 1144293276, Delta ADC: 43824
Raw ADC: 1144340905, Delta ADC: 47629
Raw ADC: 1144371906, Delta ADC: 31001
Raw ADC: 1144415590, Delta ADC: 43684
Raw ADC: 1144447295, Delta ADC: 31705
Raw ADC: 1144488724, Delta ADC: 41429
Raw ADC: 1144525362, Delta ADC: 36638
Raw ADC: 1144558900, Delta ADC: 33538
Raw ADC: 1144601597, Delta ADC: 42697
